"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2" 
"o:polos.3100"," Georg Gregel, Vuhred; Peter Kure, Vuhred "," Pozdrav iz Remšnik 600m. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361; 265; 565 ","  "," 2 "," polos_3100_v.jpg "," polos_3100_r.jpg " 
"o:polos.3101","  "," Franz Grebeno veloposestnik, Retje. Restauracija Savski rov. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 265; 274; 341 ","  "," 2 "," polos_3101_v.jpg "," polos_3101_r.jpg " 
"o:polos.3102","  "," SANNEGG. (Interieurs). "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 265; 353 ","  "," 2 "," polos_3102_v.jpg "," polos_3102_r.jpg " 
"o:polos.3103"," Johann Lenz, Celje "," [Untitled] Podružnica Albina Pečar "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 292; 562; 472; 366 ","  "," 2 "," polos_3103_v.jpg "," polos_3103_r.jpg " 
"o:polos.3104"," Karl Bastiantschitz, Slovenj Gradec "," Windischgraz. Hugo Wolf's Geburtshaus. Hugo Wolf. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 341; 551; 554; 5311; 533; 186 ","  "," 2 "," polos_3104_v.jpg "," polos_3104_r.jpg " 
"o:polos.3105"," Rosa Pitschl, Slovenska Bistrica "," Partie aus Unterlosnitz bei Windischfeistritz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 363; 517; 778 ","  "," 2 "," polos_3105_v.jpg "," polos_3105_r.jpg " 
"o:polos.3106","  "," Sromlje. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 361 ","  "," 2 "," polos_3106_v.jpg "," polos_3106_r.jpg " 
"o:polos.3107"," Anitta, Wien "," Pozdrav iz Starevasi. Gruss aus Altendorf bei Videm. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 346; 341 ","  "," 2 "," polos_3107_v.jpg "," polos_3107_r.jpg " 
"o:polos.3109"," Postkartenverlag Gonobitz "," Burgruine Ganowtiz - Tatenbach. St. Anna - Friedhofskirche.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 175; 341; 346; 764 ","  "," 2 "," polos_3109_v.jpg "," polos_3109_r.jpg " 
"o:polos.311"," Franz Erben, Slovenska Bistrica "," CILLI. Portal bei der Elisabethkapelle. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 341; 778 ","  "," 2 "," polos_0311_v.jpg "," polos_0311_r.jpg " 
"o:polos.3110"," Vilko Weixl, Maribor "," Sv. Marjeta na Drav. palju. St. Margarethen am Draufeld. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 341 ","  "," 2 "," polos_3110_v.jpg "," polos_3110_r.jpg " 
"o:polos.3111","  "," [Untitled] Group of female firer fighters posing for the camera "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 344; 292; 562; 186; 575 ","  "," 2 "," polos_3111_v.jpg "," polos_3111_r.jpg " 
"o:polos.3112"," Franc Mravljak, Brezno; Peter Kurre, Brezno "," Pozdo. Od Sv. Antona na Pohorju "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1916"," 361 ","  "," 2 "," polos_3112_v.jpg "," polos_3112_r.jpg " 
"o:polos.3113","  "," Gruß aus St. Wolfgang am Bacher. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 346 ","  "," 2 "," polos_3113_v.jpg "," polos_3113_r.jpg " 
"o:polos.3114","  "," POZDRAV IZ SV. BOLFENKA PRI SREDIŠČU. Šola. C. K. Pošta. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 872; 240; 274; 205 ","  "," 2 "," polos_3114_v.jpg "," polos_3114_r.jpg " 
"o:polos.3116"," Albin Sussitz, Graz "," St. JAKOB. Sv. JAKOB. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361 ","  "," 2 "," polos_3116_v.jpg "," polos_3116_r.jpg " 
"o:polos.3117"," Kasimir Luici "," Johannisberg in der Kolos bei Pettau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 346; 5311 ","  "," 2 "," polos_3117_v.jpg "," polos_3117_r.jpg " 
"o:polos.3118"," Franz Kurnik, Sveta Trojica v Slovenskih Goricah "," Sv. Juri v Slov. Gor. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913","1915"," 361 ","  "," 2 "," polos_3118_v.jpg "," polos_3118_r.jpg " 
"o:polos.3119","  "," Pozdrav iz sv. Lenarta pri v Nedelji. Razgled Totalansicht. Trgovina in gostilna Dolinšek. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361; 265; 472; 551 ","  "," 2 "," polos_3119_v.jpg "," polos_3119_r.jpg " 
"o:polos.312","  "," Cilli. Gartengasse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 361; 369; 632 ","  "," 2 "," polos_0312_v.jpg "," polos_0312_r.jpg " 
"o:polos.3120"," Feliks Magolič, Celje "," Pozdrav od Sv. Marka. Gruss aus St. Marxen. Župuijšče - Pfarrhof. Cerkev - Kirche. Šola - Schule. Gostilna Čeh - Gasthaus Čeh. Župnijšče. Pfarrhof. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 872; 265; 346 ","  "," 2 "," polos_3120_v.jpg "," polos_3120_r.jpg " 
"o:polos.3121","  "," Gruss aus St. Martin bei Wurmberg. Pozdrav od sv. Martina pri Vurbergu. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901","1906"," 346; 361 ","  "," 2 "," polos_3121_v.jpg "," polos_3121_r.jpg " 
"o:polos.3122","  "," Pozdrav od Sv. Martina pri Vurmbergu. Grad Vurmberg. Šola. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910","1916"," 872; 341; 175; 361 ","  "," 2 "," polos_3122_v.jpg "," polos_3122_r.jpg " 
"o:polos.3123","  "," St. Oswald im Drauthale. Heil zum Jahreswechsel! "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 361 ","  "," 2 "," polos_3123_v.jpg "," polos_3123_r.jpg " 
"o:polos.3125","  "," Sv. Peter na Medvedovem selu. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," ","1909"," 240; 361 ","  "," 2 "," polos_3125_v.jpg "," polos_3125_r.jpg " 
"o:polos.3126","  "," Sv. Primož na Pohorju. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361; 346 ","  "," 2 "," polos_3126_v.jpg "," polos_3126_r.jpg " 
"o:polos.3127","  "," Sv. kok ob Sotli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 346; 240 ","  "," 2 "," polos_3127_v.jpg "," polos_3127_r.jpg " 
"o:polos.3128","  "," Sv. Rupert Slov. Gor. (Hrastovec) "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361; 341 ","  "," 2 "," polos_3128_v.jpg "," polos_3128_r.jpg " 
"o:polos.3129"," Karl Schwidernoch, Wien "," Gruss aus St. Urban, b. Pettau (Steiermark). St. Urban. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 361; 778; 554 ","  "," 2 "," polos_3129_v.jpg "," polos_3129_r.jpg " 
"o:polos.313"," Goričar & Leskovšek, Celje "," Celje. Ljubljanska cesta. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 361; 632; 341; 551; 369 ","  "," 2 "," polos_0313_v.jpg "," polos_0313_r.jpg " 
"o:polos.3130","  "," Sv. Venčesl. Šola. Zupnišče. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 346; 872 ","  "," 2 "," polos_3130_v.jpg "," polos_3130_r.jpg " 
"o:polos.3131"," M. Ban, Šalek "," Schallegg bei Wöllan. Šalek pri Velenju. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 361; 240 ","  "," 2 "," polos_3131_v.jpg "," polos_3131_r.jpg " 
"o:polos.3132"," Adolf Orel, Šoštanj "," Schönstein. Deutsches Haus. Deutsche Privat-Volksschule. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 186; 872; 485; 551 ","  "," 2 "," polos_3132_v.jpg "," polos_3132_r.jpg " 
"o:polos.3133"," Josef Wutti, Velenje "," St. Egidi bei Wöllan. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361; 240 ","  "," 2 "," polos_3133_v.jpg "," polos_3133_r.jpg " 
"o:polos.3135"," F. Andreitz, Slovenj Gradec "," St. Janž na Peči. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 346 ","  "," 2 "," polos_3135_v.jpg "," polos_3135_r.jpg " 
"o:polos.3136","  "," Št. Vid na Planini. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 346 ","  "," 2 "," polos_3136_v.jpg "," polos_3136_r.jpg " 
"o:polos.3137","  "," Schloß Stattenberg, Hauptfront, Südseite. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 341; 175; 565 ","  "," 2 "," polos_3137_v.jpg "," polos_3137_r.jpg " 
"o:polos.3138"," Franz Jurkovič, Šmarje pri Jelšah "," Tinje na Pohorji. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 346 ","  "," 2 "," polos_3138_v.jpg "," polos_3138_r.jpg " 
"o:polos.3139","  "," Turski Žleb. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 133 ","  "," 2 "," polos_3139_v.jpg "," polos_3139_r.jpg " 
"o:polos.314","  "," CELJE. BREG Z STARIM GRADEM. TRG CESARJA JOŽEFA IN NARODNI DOM. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 361; 341; 575; 186; 552 ","  "," 2 "," polos_0314_v.jpg "," polos_0314_r.jpg " 
"o:polos.3140"," Clement Neumüller, Wien "," Gruss aus Dörfl bei Mahrenberg a. d. Drau. Georg Pogoreutz's Gasthaus. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1908"," 265; 551; 363 ","  "," 2 "," polos_3140_v.jpg "," polos_3140_r.jpg " 
"o:polos.3141","  "," Deutsche Schule, Wöllan. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 186; 246; 872; 850 ","  "," 2 "," polos_3141_v.jpg "," polos_3141_r.jpg " 
"o:polos.3142"," Michael Sernc, Ruše "," Schloss Wildhaus bei Marburg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 341; 175; 565 ","  "," 2 "," polos_3142_v.jpg "," polos_3142_r.jpg " 
"o:polos.3143"," J. Černoga "," Pozdrav iz Zdol. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 361 ","  "," 2 "," polos_3143_v.jpg "," polos_3143_r.jpg " 
"o:polos.3144"," Weiss & Dreykurs, Wien "," Pozdrav iz Zdol. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899","1906"," 361 ","  "," 2 "," polos_3144_v.jpg "," polos_3144_r.jpg " 
"o:polos.3145","  "," Gruß aus Ober-Feistritz. Franz Katz' Gemischtwarenhandlung. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1918"," 472; 551; 369; 562 ","  "," 2 "," polos_3145_v.jpg "," polos_3145_r.jpg " 
"o:polos.3146","  "," Gruß aus Seizdorf. Pozdrav iz Žič. A. Nagode, Prodajalec. - A. Nagode, Kaufmann. Cirkva - Kirche. Sola. - Schule.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 341; 361; 346; 872 ","  "," 2 "," polos_3146_v.jpg "," polos_3146_r.jpg " 
"o:polos.315","  "," CELJE. BREG Z STARIM GRADEM. TRG CESARJA JOŽEFA IN NARODNI DOM. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 361; 341; 575; 186; 552 ","  "," 2 "," polos_0315_v.jpg "," polos_0315_r.jpg " 
"o:polos.316"," Fritz Rasch, Celje "," Cilli. Steirer Tracht. Blick auf Ruine Ober-Cilli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1908"," 361; 137; 632; 292; 562 ","  "," 2 "," polos_0316_v.jpg "," polos_0316_r.jpg " 
"o:polos.317"," Goričar & Leskovšek, Celje "," Celje - Breg z starim gradom. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 361; 632 ","  "," 2 "," polos_0317_v.jpg "," polos_0317_r.jpg " 
"o:polos.318"," Fritz Rasch, Celje "," Cilli, Schlossberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 361; 619; 575; 186; 632 ","  "," 2 "," polos_0318_v.jpg "," polos_0318_r.jpg " 
"o:polos.319"," Georg Adler, Celje "," Cilli. Ruine Ober-Cilli.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1918"," 632; 877; 361; 133 ","  "," 2 "," polos_0319_v.jpg "," polos_0319_r.jpg " 
"o:polos.32"," Felix Schindler, Zidani most; Albin Sussitz, Graz "," Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 361; 186; 208; 496; 498; 491 ","  "," 2 "," polos_0032_v.jpg "," polos_0032_r.jpg " 
"o:polos.320"," Fritz Rasch, Celje "," Cilli. Josefiberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 361; 496; 632 ","  "," 2 "," polos_0320_v.jpg "," polos_0320_r.jpg " 
"o:polos.321"," Fritz Rasch, Celje "," Gruss aus Cilli. Josefiberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 632; 361; 341 ","  "," 2 "," polos_0321_v.jpg "," polos_0321_r.jpg " 
"o:polos.322"," Goričar & Leskovšek, Celje "," Cilli. - Josefikirche. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 632; 346 ","  "," 2 "," polos_0322_v.jpg "," polos_0322_r.jpg " 
"o:polos.323"," Goričar & Leskovšek, Celje "," CELJE. - Železniški most in Jožefov hrib. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 632; 491; 496; 498 ","  "," 2 "," polos_0323_v.jpg "," polos_0323_r.jpg " 
"o:polos.324"," Georg Adler, Celje "," CILLI - Nikolaiberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361; 632 ","  "," 2 "," polos_0324_v.jpg "," polos_0324_r.jpg " 
"o:polos.325"," Fritz Rasch, Celje "," Cilli. Villenviertel. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 361; 619; 186; 632 ","  "," 2 "," polos_0325_v.jpg "," polos_0325_r.jpg " 
"o:polos.326","  "," Cilli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 361; 632 ","  "," 2 "," polos_0326_v.jpg "," polos_0326_r.jpg " 
"o:polos.327","  "," Cilli, den………. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1897"," "," 361; 632; 137 ","  "," 2 "," polos_0327_v.jpg "," polos_0327_r.jpg " 
"o:polos.328","  "," Pozdrav iz Celja. RAZVALINE GRADU CELJSKIH GROFOV. NARODNI DOM. CELJE. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 361; 341; 186; 632; 619 ","  "," 2 "," polos_0328_v.jpg "," polos_0328_r.jpg " 
"o:polos.329"," Feliks Magolič, Celje; Dragotin Binder, Wien "," Pozdrav iz Celja. Razvaline gradu Celjskih grofov. NARODNI DOM. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 361; 341; 186; 632; 619 ","  "," 2 "," polos_0329_v.jpg "," polos_0329_r.jpg " 
"o:polos.33","  "," Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 361; 292; 496; 498; 491 ","  "," 2 "," polos_0033_v.jpg "," polos_0033_r.jpg " 
"o:polos.330"," Karl Schwidernoch, Wien "," GRUSS aus CILLI Steiermark. Pozdrav iz Celja. Cilli mit Josefiberg und Park. Nikolaiberg u. Kapucinerkloster. Burgruine u. Rann mit Villa Sanneck. Narodni dom. Dianabad u. Grenadirwirth. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 877; 361; 632; 341; 345; 619; 186 ","  "," 2 "," polos_0330_v.jpg "," polos_0330_r.jpg " 
"o:polos.331","  "," Cilli. Ruine Ober-Cilli. Sparcassen-und Postgebäde am Bahnhofsplatz. Hauptplatz. Josefiberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 632; 341; 175; 347; 344; 452; 137 ","  "," 2 "," polos_0331_v.jpg "," polos_0331_r.jpg " 
"o:polos.332","  "," CILLI. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 632 ","  "," 2 "," polos_0332_v.jpg "," polos_0332_r.jpg " 
"o:polos.333"," Fritz Rasch, Celje "," Gruss aus Cilli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 361; 632; 619; 186 ","  "," 2 "," polos_0333_v.jpg "," polos_0333_r.jpg " 
"o:polos.334"," Fritz Rasch, Celje "," 1906. Cilli "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 361; 632; 137 ","  "," 2 "," polos_0334_v.jpg "," polos_0334_r.jpg " 
"o:polos.335"," Fritz Rasch, Celje "," Cilli. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 361; 632; 619; 186 ","  "," 2 "," polos_0335_v.jpg "," polos_0335_r.jpg " 
"o:polos.336"," Fritz Rasch, Celje "," Cilli vom Steirer Kogl. Steirer Tracht. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 361; 137; 562; 292; 632 ","  "," 2 "," polos_0336_v.jpg "," polos_0336_r.jpg " 
"o:polos.337"," A. Werheimer, Wien "," Post-Anweisung aus Cilli auf Tausend Grüsse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 361; 632 ","  "," 2 "," polos_0337_v.jpg "," polos_0337_r.jpg " 
"o:polos.338"," Albin Sussitz, Graz; Georg Adler, Celje "," Gruss aus Cilli "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 361; 632; 778; 562 ","  "," 2 "," polos_0338_v.jpg "," polos_0338_r.jpg " 
"o:polos.339","  "," GRUSS aus CILLI. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 361; 632; 562 ","  "," 2 "," polos_0339_v.jpg "," polos_0339_r.jpg " 
"o:polos.34"," Andreas Elsbacher, Laško "," Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 498; 133 ","  "," 2 "," polos_0034_v.jpg "," polos_0034_r.jpg " 
"o:polos.340"," Fritz Rasch, Celje "," Cilli im Jahre 1775. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 175; 632 ","  "," 2 "," polos_0340_v.jpg "," polos_0340_r.jpg " 
"o:polos.341"," Ludwig Bandeck, Celje "," CILLI, Steiermark. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1920"," "," 361; 632 ","  "," 2 "," polos_0341_v.jpg "," polos_0341_r.jpg " 
"o:polos.342","  "," CILLI - Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 361; 369; 778; 632 ","  "," 2 "," polos_0342_v.jpg "," polos_0342_r.jpg " 
"o:polos.343","  "," CILLI. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 361; 632; 369; 778 ","  "," 2 "," polos_0343_v.jpg "," polos_0343_r.jpg " 
"o:polos.344","  "," KELLER'S ERSTE CILLIER KUNST- UND HANDELS-GÄRTNEREI. LAIBACHERSTRASSE 19; vis-à-vis der VILLA STIEGER. Rathausgasse 19 BLUMENGESCHÄFT Rathausgasse 19. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 632; 137; 347; 240 ","  "," 2 "," polos_0344_v.jpg "," polos_0344_r.jpg " 
"o:polos.345"," Regel & Krug, Leipzig "," Gruss aus Cilli. Rathhausstrasse mit deutscher Kirche. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 361; 632; 369 ","  "," 2 "," polos_0345_v.jpg "," polos_0345_r.jpg " 
"o:polos.346"," Fritz Rasch, Celje "," CILLI. K. K. POSTGEBÄUDE. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 632; 575; 186; 619; 344 ","  "," 2 "," polos_0346_v.jpg "," polos_0346_r.jpg " 
"o:polos.347"," Dragotin Hribar, Celje "," Pozdrav iz Celja! Cesarja Jožefa trg z Narodnim domom. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 361; 619; 186; 632 ","  "," 2 "," polos_0347_v.jpg "," polos_0347_r.jpg " 
"o:polos.348","  "," Narodni dom. Celje. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 341; 552; 186; 619; 632 ","  "," 2 "," polos_0348_v.jpg "," polos_0348_r.jpg " 
"o:polos.349"," Dragotin Hribar, Celje "," Pozdrav iz Celja! Narodni dom. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 341; 552; 186; 619; 632 ","  "," 2 "," polos_0349_v.jpg "," polos_0349_r.jpg " 
"o:polos.35"," Andreas Elsbacher, Laško "," Markt Tüffer. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 361; 133 ","  "," 2 "," polos_0035_v.jpg "," polos_0035_r.jpg " 
"o:polos.350"," Carl Otto Hayd, München "," Gruss aus Cilli. Seidlquelle. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1897"," "," 517; 211; 551; 345 ","  "," 2 "," polos_0350_v.jpg "," polos_0350_r.jpg " 
"o:polos.3501"," Albin Sussitz, Graz "," Steinbrück "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 186; 496; 720; 619 ","  "," 2 "," polos_3501_v.jpg "," polos_3501_r.jpg " 
"o:polos.3502"," Felix Nowak, Maribor "," Marburg a. Dr. Sparkassengebäude. Hauptplatz. Totale.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 720; 186; 648; 341; 619; 632; 554 ","  "," 2 "," polos_3502_v.jpg "," polos_3502_r.jpg " 
"o:polos.3503","  "," Marburg a./d. Drau. Die Helden Steiermarks. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 720; 5310; 5311; 632; 619; 700; 411 ","  "," 2 "," polos_3503_v.jpg "," polos_3503_r.jpg " 
"o:polos.3504"," Franz Knollmüller, Graz "," Marburg a/Drau "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 632; 720; 186; 648; 619; 491 ","  "," 2 "," polos_3504_v.jpg "," polos_3504_r.jpg " 
"o:polos.3505"," Franz Knollmüller, Graz "," Marburg a. Dr.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915","1916"," 720; 632; 186; 5311; 619; 700; 411; 491 ","  "," 2 "," polos_3505_v.jpg "," polos_3505_r.jpg " 
"o:polos.3506"," Franz Knollmüller, Graz "," Marburg a. Dr. Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915","1916"," 720; 632; 341; 186; 619; 5311; 648 ","  "," 2 "," polos_3506_v.jpg "," polos_3506_r.jpg " 
"o:polos.3507","  "," Marburg a. Dr. Aus großer Zeit "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 632; 720; 186; 5311; 619 ","  "," 2 "," polos_3507_v.jpg "," polos_3507_r.jpg " 
"o:polos.3508"," Georg Adler, Celje "," Cilli, Deutsches Haus. Aus grosser Zeit 1914-16 "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 720; 632; 186; 619; 341; 575; 5311 ","  "," 2 "," polos_3508_v.jpg "," polos_3508_r.jpg " 
"o:polos.3509","  "," Marburg a. Dr. Aus großer Zeit "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 720; 632; 5311; 186; 491; 619 ","  "," 2 "," polos_3509_v.jpg "," polos_3509_r.jpg " 
"o:polos.351"," August Böheim "," GRUSS AUS Rohitsch-Sauerbrunn. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 133; 292; 562 ","  "," 2 "," polos_0351_v.jpg "," polos_0351_r.jpg " 
"o:polos.3510"," Fritz Rasch, Celje "," Cilli. Aus großer Zeit "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 720; 632; 5311; 186; 491; 619; 764 ","  "," 2 "," polos_3510_v.jpg "," polos_3510_r.jpg " 
"o:polos.3511"," Ilustrirani Glasnik "," Pet črevljev merim […] "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 720; 186; 619; 700; 411; 240 ","  "," 2 "," polos_3511_v.jpg "," polos_3511_r.jpg " 
"o:polos.3512","  "," Soči "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 720; 186; 619; 5311; 411; 700; 554; 133 ","  "," 2 "," polos_3512_v.jpg "," polos_3512_r.jpg " 
"o:polos.3513","  "," Pokorno javljam: Bog me je klical. […] "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 720; 700; 770; 5310; 5311 ","  "," 2 "," polos_3513_v.jpg "," polos_3513_r.jpg " 
"o:polos.3514","  "," Za brambo ljube domovine vzame cesar staršem sine […] "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 720; 700; 186; 619; 590; 760 ","  "," 2 "," polos_3514_v.jpg "," polos_3514_r.jpg " 
"o:polos.3515"," Georg Adler, Celje "," Rohitsch-Sauerbrunn. - Donatiquelle. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 529; 528; 565; 133; 720; 743 ","  "," 2 "," polos_3515_v.jpg "," polos_3515_r.jpg " 
